CustomerID,Recency,Frequency,Monetary_GBP,Monetary_PKR,Cluster,Customer_Segment
13617,40,3,544.18,195904.8,1,Regular Customer
13618,174,1,177.34,63842.4,0,Low-Value / At Risk
13621,117,1,213.85,76986.0,1,Regular Customer
13623,31,5,747.78,269200.8,1,Regular Customer
13626,253,1,257.23,92602.8,0,Low-Value / At Risk
13627,59,5,1638.47,589849.2,1,Regular Customer
13629,23,11,7792.36,2805249.6,1,Regular Customer
13630,5,7,2031.78,731440.8,1,Regular Customer
13631,100,11,3070.42,1105351.2,1,Regular Customer
13632,25,5,2121.27,763657.2,1,Regular Customer
13634,33,5,1575.16,567057.6,1,Regular Customer
13635,68,1,1071.03,385570.8,1,Regular Customer
13636,37,5,949.12,341683.2,1,Regular Customer
13637,52,3,810.5,291780.0,1,Regular Customer
13638,16,1,122.64,44150.4,1,Regular Customer
13639,74,1,1033.34,372002.39999999997,1,Regular Customer
13642,216,1,354.8,127728.0,0,Low-Value / At Risk
13643,31,3,519.44,186998.40000000002,1,Regular Customer
13644,16,4,2624.26,944733.6000000001,1,Regular Customer
13645,120,1,252.1,90756.0,1,Regular Customer
13647,10,4,1678.1200000000001,604123.2000000001,1,Regular Customer
13649,257,2,346.6,124776.00000000001,0,Low-Value / At Risk
13650,17,6,1836.3400000000001,661082.4,1,Regular Customer
13651,35,2,94.2,33912.0,1,Regular Customer
13652,46,3,1095.08,394228.8,1,Regular Customer
13654,43,6,2707.33,974638.7999999999,1,Regular Customer
13655,114,2,932.97,335869.2,1,Regular Customer
13656,165,2,379.65,136674.0,0,Low-Value / At Risk
13657,11,2,382.14,137570.4,1,Regular Customer
13658,10,5,2639.17,950101.2000000001,1,Regular Customer
13659,206,2,1573.2,566352.0,0,Low-Value / At Risk
13662,86,3,897.76,323193.6,1,Regular Customer
13663,179,1,189.47,68209.2,0,Low-Value / At Risk
13666,60,3,84.65,30474.000000000004,1,Regular Customer
13667,149,1,305.02,109807.2,0,Low-Value / At Risk
13668,3,21,6363.59,2290892.4,1,Regular Customer
13669,51,2,218.55,78678.0,1,Regular Customer
13670,75,1,349.7,125892.0,1,Regular Customer
13672,301,2,186.39000000000001,67100.40000000001,0,Low-Value / At Risk
13673,19,2,396.92,142891.2,1,Regular Customer
13675,151,2,486.82000000000005,175255.2,0,Low-Value / At Risk
13678,152,1,232.6,83736.0,0,Low-Value / At Risk
13680,1,4,3722.42,1340071.2,1,Regular Customer
13681,18,4,827.83,298018.8,1,Regular Customer
13682,187,1,59.5,21420.0,0,Low-Value / At Risk
13684,286,1,67.23,24202.800000000003,0,Low-Value / At Risk
13685,3,7,3119.44,1122998.4,1,Regular Customer
13686,183,1,72.0,25920.0,0,Low-Value / At Risk
13689,63,1,910.0,327600.0,1,Regular Customer
13690,59,1,172.25,62010.0,1,Regular Customer
13692,25,3,1488.32,535795.2,1,Regular Customer
13694,4,50,65039.62,23414263.2,2,VIP Customer
13695,31,15,2504.13,901486.8,1,Regular Customer
13697,39,1,151.3,54468.00000000001,1,Regular Customer
13699,155,1,308.58000000000004,111088.80000000002,0,Low-Value / At Risk
13700,26,10,2265.12,815443.2,1,Regular Customer
13703,318,1,99.5,35820.0,0,Low-Value / At Risk
13704,5,9,2308.06,830901.6,1,Regular Customer
13705,8,3,711.86,256269.6,1,Regular Customer
13706,303,1,330.79,119084.40000000001,0,Low-Value / At Risk
13707,267,2,806.41,290307.6,0,Low-Value / At Risk
13708,271,1,296.88,106876.8,0,Low-Value / At Risk
13709,4,13,6328.05,2278098.0,1,Regular Customer
13710,32,1,180.48,64972.799999999996,1,Regular Customer
13711,219,2,252.06,90741.6,0,Low-Value / At Risk
13712,247,1,228.84,82382.4,0,Low-Value / At Risk
13715,281,5,1079.34,388562.39999999997,0,Low-Value / At Risk
13716,269,1,138.28,49780.8,0,Low-Value / At Risk
13717,32,6,1445.01,520203.6,1,Regular Customer
13718,246,2,306.55,110358.0,0,Low-Value / At Risk
13719,15,5,1041.68,375004.80000000005,1,Regular Customer
13720,117,4,799.9,287964.0,1,Regular Customer
13721,36,1,524.14,188690.4,1,Regular Customer
13722,132,3,2375.41,855147.6,1,Regular Customer
13723,217,1,199.85000000000002,71946.00000000001,0,Low-Value / At Risk
13725,50,8,1980.56,713001.6,1,Regular Customer
13726,39,2,1079.66,388677.60000000003,1,Regular Customer
13727,29,2,333.48,120052.8,1,Regular Customer
13728,37,6,1016.14,365810.4,1,Regular Customer
13730,136,2,752.6,270936.0,1,Regular Customer
13731,219,2,610.59,219812.40000000002,0,Low-Value / At Risk
13732,28,1,491.86,177069.6,1,Regular Customer
13735,25,4,2885.2400000000002,1038686.4000000001,1,Regular Customer
13736,5,2,731.9,263484.0,1,Regular Customer
13737,200,1,339.6,122256.00000000001,0,Low-Value / At Risk
13739,18,1,216.9,78084.0,1,Regular Customer
13740,241,1,350.75,126270.0,0,Low-Value / At Risk
13741,72,3,668.4300000000001,240634.80000000002,1,Regular Customer
13742,17,12,3131.02,1127167.2,1,Regular Customer
13743,3,7,1341.6,482975.99999999994,1,Regular Customer
13744,95,2,1156.36,416289.6,1,Regular Customer
13745,162,1,300.04,108014.40000000001,0,Low-Value / At Risk
13747,374,1,79.6,28655.999999999996,0,Low-Value / At Risk
13748,96,5,948.25,341370.0,1,Regular Customer
13750,54,5,1647.26,593013.6,1,Regular Customer
13751,288,1,296.25,106650.0,0,Low-Value / At Risk
13752,124,6,1186.28,427060.8,1,Regular Customer
13753,288,1,741.26,266853.6,0,Low-Value / At Risk
13754,152,2,282.6,101736.00000000001,0,Low-Value / At Risk
13755,4,9,2161.35,778086.0,1,Regular Customer
13756,2,14,5189.52,1868227.2000000002,1,Regular Customer
13758,12,7,3190.55,1148598.0,1,Regular Customer
13759,33,2,659.4100000000001,237387.60000000003,1,Regular Customer
13760,54,2,286.79,103244.40000000001,1,Regular Customer
13761,50,2,1070.65,385434.00000000006,1,Regular Customer
13762,219,1,306.72,110419.20000000001,0,Low-Value / At Risk
13763,63,1,1714.96,617385.6,1,Regular Customer
13764,71,3,1521.76,547833.6,1,Regular Customer
13767,2,37,17220.36,6199329.600000001,1,Regular Customer
13769,2,10,2796.51,1006743.6000000001,1,Regular Customer
13771,64,4,2634.45,948401.9999999999,1,Regular Customer
13772,34,3,1132.13,407566.80000000005,1,Regular Customer
13774,82,1,345.0,124200.0,1,Regular Customer
13777,1,33,25977.16,9351777.6,1,Regular Customer
13778,103,1,178.7,64331.99999999999,1,Regular Customer
13780,7,2,360.01,129603.59999999999,1,Regular Customer
13781,251,1,127.84,46022.4,0,Low-Value / At Risk
13782,13,6,912.0,328320.0,1,Regular Customer
13784,10,11,2462.79,886604.4,1,Regular Customer
13786,367,1,230.4,82944.0,0,Low-Value / At Risk
13787,76,2,309.04,111254.40000000001,1,Regular Customer
13790,4,1,348.79999999999995,125567.99999999999,1,Regular Customer
13791,128,2,1516.0,545760.0,1,Regular Customer
13792,66,2,195.55,70398.0,1,Regular Customer
13798,1,57,37153.85,13375386.0,2,VIP Customer
13799,117,2,688.86,247989.6,1,Regular Customer
13800,310,1,558.32,200995.2,0,Low-Value / At Risk
13801,67,1,324.8,116928.0,1,Regular Customer
13802,139,3,4599.42,1655791.2,1,Regular Customer
13803,255,1,277.07,99745.2,0,Low-Value / At Risk
13804,31,7,2635.79,948884.4,1,Regular Customer
13805,52,2,924.5999999999999,332855.99999999994,1,Regular Customer
13806,64,1,256.38,92296.8,1,Regular Customer
13807,367,1,112.6,40536.0,0,Low-Value / At Risk
13808,6,5,1747.66,629157.6,1,Regular Customer
13809,305,1,155.05,55818.00000000001,0,Low-Value / At Risk
13810,29,3,1499.01,539643.6,1,Regular Customer
13811,184,3,814.5,293220.0,0,Low-Value / At Risk
13812,42,3,539.0,194040.0,1,Regular Customer
13813,40,4,1366.8600000000001,492069.60000000003,1,Regular Customer
13814,92,2,1579.12,568483.2,1,Regular Customer
13815,22,4,4027.36,1449849.6,1,Regular Customer
13816,24,2,571.6700000000001,205801.2,1,Regular Customer
13817,29,2,382.98,137872.80000000002,1,Regular Customer
13819,302,3,1140.35,410525.99999999994,0,Low-Value / At Risk
13821,145,2,385.64,138830.4,0,Low-Value / At Risk
13822,6,2,632.0,227520.0,1,Regular Customer
13823,19,2,957.66,344757.6,1,Regular Customer
13824,33,5,1698.94,611618.4,1,Regular Customer
13826,176,1,189.5,68220.0,0,Low-Value / At Risk
13827,58,3,412.05,148338.0,1,Regular Customer
13828,22,1,209.49,75416.40000000001,1,Regular Customer
13831,16,6,2202.99,793076.3999999999,1,Regular Customer
13832,19,1,52.2,18792.0,1,Regular Customer
13833,159,1,384.8,138528.0,0,Low-Value / At Risk
13835,25,4,834.57,300445.2,1,Regular Customer
13837,212,2,271.24,97646.40000000001,0,Low-Value / At Risk
13838,6,4,691.73,249022.80000000002,1,Regular Customer
13841,253,1,85.0,30600.0,0,Low-Value / At Risk
13842,59,9,3385.62,1218823.2,1,Regular Customer
13844,11,1,361.62,130183.2,1,Regular Customer
13845,65,1,312.98,112672.8,1,Regular Customer
13846,25,3,865.0600000000001,311421.60000000003,1,Regular Customer
13848,92,3,1255.0,451800.0,1,Regular Customer
13849,52,2,1537.95,553662.0,1,Regular Customer
13850,129,1,1595.48,574372.8,1,Regular Customer
13851,96,3,2651.46,954525.6,1,Regular Customer
13853,57,1,1090.1399999999999,392450.39999999997,1,Regular Customer
13854,9,25,8109.5199999999995,2919427.1999999997,1,Regular Customer
13856,169,3,388.5,139860.0,0,Low-Value / At Risk
13858,57,1,216.17000000000002,77821.20000000001,1,Regular Customer
13859,326,1,201.16,72417.6,0,Low-Value / At Risk
13860,1,5,1245.9,448524.00000000006,1,Regular Customer
13862,18,8,2209.36,795369.6000000001,1,Regular Customer
13863,248,1,305.78,110080.79999999999,0,Low-Value / At Risk
13865,58,4,501.56,180561.6,1,Regular Customer
13866,74,1,145.67,52441.2,1,Regular Customer
13867,31,3,1015.29,365504.39999999997,1,Regular Customer
13868,7,2,3192.54,1149314.4,1,Regular Customer
13869,123,4,3104.9500000000003,1117782.0,1,Regular Customer
13870,2,8,2770.94,997538.4,1,Regular Customer
13871,23,13,6403.25,2305170.0,1,Regular Customer
13873,120,3,389.6,140256.0,1,Regular Customer
13874,358,1,540.45,194562.00000000003,0,Low-Value / At Risk
13875,54,5,1786.79,643244.4,1,Regular Customer
13876,64,1,122.7,44172.0,1,Regular Customer
13877,86,1,117.24,42206.4,1,Regular Customer
13878,55,1,1281.53,461350.8,1,Regular Customer
13880,21,13,3219.77,1159117.2,1,Regular Customer
13881,4,20,17159.52,6177427.2,1,Regular Customer
13882,3,5,1191.13,428806.80000000005,1,Regular Customer
13883,11,5,2674.48,962812.8,1,Regular Customer
13884,7,5,787.6,283536.0,1,Regular Customer
13885,189,2,506.8,182448.0,0,Low-Value / At Risk
13886,71,1,243.56,87681.6,1,Regular Customer
13887,204,1,349.55,125838.0,0,Low-Value / At Risk
13888,120,2,605.63,218026.8,1,Regular Customer
13889,93,1,416.90000000000003,150084.0,1,Regular Customer
13890,1,10,1883.81,678171.6,1,Regular Customer
13892,27,4,632.97,227869.2,1,Regular Customer
13893,298,1,821.1,295596.0,0,Low-Value / At Risk
13894,24,3,564.62,203263.2,1,Regular Customer
13895,28,4,2593.07,933505.2000000001,1,Regular Customer
13897,50,1,311.16,112017.6,1,Regular Customer
13898,326,1,155.93,56134.8,0,Low-Value / At Risk
13899,16,2,388.52,139867.19999999998,1,Regular Customer
13900,183,3,740.95,266742.0,0,Low-Value / At Risk
13901,72,5,2867.2000000000003,1032192.0000000001,1,Regular Customer
13904,37,2,332.64,119750.4,1,Regular Customer
13908,80,4,2369.55,853038.0000000001,1,Regular Customer
13911,57,9,2580.91,929127.6,1,Regular Customer
13914,12,2,626.45,225522.00000000003,1,Regular Customer
13917,50,2,272.04,97934.40000000001,1,Regular Customer
13918,50,2,1212.8400000000001,436622.4,1,Regular Customer
13919,59,2,384.81,138531.6,1,Regular Customer
13922,352,1,172.25,62010.0,0,Low-Value / At Risk
13923,54,1,351.13,126406.8,1,Regular Customer
13924,2,6,1838.8500000000001,661986.0,1,Regular Customer
13925,93,4,678.25,244170.0,1,Regular Customer
13926,23,1,223.85000000000002,80586.00000000001,1,Regular Customer
13927,75,1,348.99,125636.40000000001,1,Regular Customer
13928,11,4,464.57,167245.2,1,Regular Customer
13929,169,2,842.65,303354.0,0,Low-Value / At Risk
13930,58,2,337.34,121442.4,1,Regular Customer
13931,96,2,1237.53,445510.8,1,Regular Customer
13932,295,1,307.4,110663.99999999999,0,Low-Value / At Risk
13933,109,2,608.79,219164.4,1,Regular Customer
13934,264,1,922.1,331956.0,0,Low-Value / At Risk
13936,180,1,376.58,135568.8,0,Low-Value / At Risk
13937,169,1,158.85,57186.0,0,Low-Value / At Risk
13938,35,1,71.66,25797.6,1,Regular Customer
13939,23,3,568.55,204677.99999999997,1,Regular Customer
13940,17,4,839.14,302090.4,1,Regular Customer
13941,22,5,5112.96,1840665.6,1,Regular Customer
13946,79,3,561.57,202165.2,1,Regular Customer
13947,65,1,90.60000000000001,32616.000000000004,1,Regular Customer
13948,361,1,102.0,36720.0,0,Low-Value / At Risk
13949,3,6,2427.32,873835.2000000001,1,Regular Customer
13950,11,4,745.0600000000001,268221.60000000003,1,Regular Customer
13951,176,3,674.45,242802.00000000003,0,Low-Value / At Risk
13952,218,2,3251.071,1170385.56,0,Low-Value / At Risk
13953,7,7,3515.68,1265644.8,1,Regular Customer
13954,2,2,439.92,158371.2,1,Regular Customer
13955,154,2,322.96,116265.59999999999,0,Low-Value / At Risk
13956,5,5,1026.42,369511.2,1,Regular Customer
13959,79,3,598.2,215352.00000000003,1,Regular Customer
13960,21,2,230.22,82879.2,1,Regular Customer
13962,22,2,169.54999999999998,61037.99999999999,1,Regular Customer
13963,308,4,664.54,239234.4,0,Low-Value / At Risk
13967,146,1,80.7,29052.0,0,Low-Value / At Risk
13969,7,18,9053.94,3259418.4000000004,1,Regular Customer
13971,19,8,2758.26,992973.6000000001,1,Regular Customer
13972,71,2,190.25,68490.0,1,Regular Customer
13973,287,1,264.7,95292.0,0,Low-Value / At Risk
13974,49,1,413.59000000000003,148892.40000000002,1,Regular Customer
13975,31,6,2526.28,909460.8,1,Regular Customer
13976,207,1,357.98,128872.8,0,Low-Value / At Risk
13978,15,2,196.79,70844.4,1,Regular Customer
13979,73,1,869.87,313153.2,1,Regular Customer
13980,60,1,200.14,72050.4,1,Regular Customer
13982,39,4,1871.81,673851.6,1,Regular Customer
13983,30,12,2603.43,937234.7999999999,1,Regular Customer
13984,27,5,920.51,331383.6,1,Regular Customer
13985,4,15,7060.13,2541646.8,1,Regular Customer
13986,17,1,320.46,115365.59999999999,1,Regular Customer
13988,20,6,4147.96,1493265.6,1,Regular Customer
13989,66,2,1266.08,455788.8,1,Regular Customer
13990,213,1,311.3,112068.0,0,Low-Value / At Risk
13991,12,6,855.97,308149.2,1,Regular Customer
13992,30,1,76.8,27648.0,1,Regular Customer
13993,43,9,3466.36,1247889.6,1,Regular Customer
13994,4,6,2313.14,832730.3999999999,1,Regular Customer
13995,15,5,1393.69,501728.4,1,Regular Customer
13999,10,12,3901.81,1404651.6,1,Regular Customer
14000,211,1,635.66,228837.59999999998,0,Low-Value / At Risk
14001,46,3,2043.0800000000002,735508.8,1,Regular Customer
14002,134,2,529.73,190702.80000000002,1,Regular Customer
14004,43,7,4582.64,1649750.4000000001,1,Regular Customer
14005,10,5,2874.72,1034899.2,1,Regular Customer
14006,116,3,962.19,346388.4,1,Regular Customer
14009,198,2,695.61,250419.6,0,Low-Value / At Risk
14012,278,1,328.8,118368.0,0,Low-Value / At Risk
14013,110,3,473.02,170287.19999999998,1,Regular Customer
14014,77,1,505.18,181864.8,1,Regular Customer
14015,53,1,917.34,330242.4,1,Regular Customer
14016,162,4,4341.21,1562835.6,0,Low-Value / At Risk
14019,47,3,1421.6100000000001,511779.60000000003,1,Regular Customer
14020,17,2,642.8,231407.99999999997,1,Regular Customer
14021,155,3,631.9,227484.0,0,Low-Value / At Risk
14022,225,1,440.0,158400.0,0,Low-Value / At Risk
14023,7,2,584.07,210265.2,1,Regular Customer
14024,122,2,327.7,117972.0,1,Regular Customer
14027,61,1,104.82,37735.2,1,Regular Customer
14029,63,2,467.66,168357.6,1,Regular Customer
14030,18,8,2360.09,849632.4,1,Regular Customer
14031,7,19,17286.86,6223269.600000001,1,Regular Customer
14032,2,11,2975.59,1071212.4000000001,1,Regular Customer
14034,22,3,651.8199999999999,234655.19999999998,1,Regular Customer
14035,29,5,1428.02,514087.2,1,Regular Customer
14036,285,1,626.65,225594.0,0,Low-Value / At Risk
14037,176,2,147.20000000000002,52992.00000000001,0,Low-Value / At Risk
14038,78,3,1560.38,561736.8,1,Regular Customer
14039,33,1,152.2,54791.99999999999,1,Regular Customer
14040,41,12,3614.92,1301371.2,1,Regular Customer
14041,266,1,141.41,50907.6,0,Low-Value / At Risk
14044,27,4,652.82,235015.2,1,Regular Customer
14045,109,4,1659.75,597510.0,1,Regular Customer
14046,284,1,154.99,55796.4,0,Low-Value / At Risk
14047,9,5,1308.6100000000001,471099.60000000003,1,Regular Customer
14048,305,1,409.93,147574.8,0,Low-Value / At Risk
14049,17,4,5681.72,2045419.2000000002,1,Regular Customer
14050,32,2,746.36,268689.6,1,Regular Customer
14051,1,23,15610.390000000001,5619740.4,1,Regular Customer
14052,20,1,225.35999999999999,81129.59999999999,1,Regular Customer
14053,124,2,260.25,93690.0,1,Regular Customer
14054,65,1,92.46000000000001,33285.600000000006,1,Regular Customer
14055,106,1,725.6400000000001,261230.40000000002,1,Regular Customer
14056,1,23,8214.65,2957274.0,1,Regular Customer
14057,24,17,6217.96,2238465.6,1,Regular Customer
14059,267,1,183.6,66096.0,0,Low-Value / At Risk
14060,5,19,6140.42,2210551.2,1,Regular Customer
14062,10,12,10464.85,3767346.0,1,Regular Customer
14064,29,5,1353.74,487346.4,1,Regular Customer
14066,267,1,152.55,54918.00000000001,0,Low-Value / At Risk
14067,64,2,374.7,134892.0,1,Regular Customer
14068,320,1,265.85,95706.00000000001,0,Low-Value / At Risk
14071,4,8,1438.82,517975.19999999995,1,Regular Customer
14073,32,1,151.04,54374.399999999994,1,Regular Customer
14075,5,3,942.26,339213.6,1,Regular Customer
14076,129,1,122.47,44089.2,1,Regular Customer
14077,41,5,499.42,179791.2,1,Regular Customer
14078,102,6,1049.37,377773.19999999995,1,Regular Customer
14079,125,1,375.1,135036.0,1,Regular Customer
14080,33,1,45.599999999999994,16415.999999999996,1,Regular Customer
14081,302,2,934.52,336427.2,0,Low-Value / At Risk
14082,365,1,182.25,65610.0,0,Low-Value / At Risk
14083,4,9,1018.43,366634.8,1,Regular Customer
14085,2,18,4448.54,1601474.4,1,Regular Customer
14087,3,1,194.42,69991.2,1,Regular Customer
14088,10,13,50491.81,18177051.599999998,1,Regular Customer
14089,57,1,161.0,57960.0,1,Regular Customer
14090,325,1,76.32000000000001,27475.200000000004,0,Low-Value / At Risk
14092,8,14,4076.9100000000003,1467687.6,1,Regular Customer
14093,12,1,442.85,159426.0,1,Regular Customer
14096,4,17,65164.79,23459324.4,2,VIP Customer
14098,37,1,147.35,53046.0,1,Regular Customer
14099,16,11,3104.17,1117501.2,1,Regular Customer
14100,138,1,194.9,70164.0,1,Regular Customer
14101,74,6,5976.79,2151644.4,1,Regular Customer
14102,5,5,1360.28,489700.8,1,Regular Customer
14104,155,2,216.21,77835.6,0,Low-Value / At Risk
14105,239,1,1266.23,455842.8,0,Low-Value / At Risk
14107,52,7,2703.23,973162.8,1,Regular Customer
14108,31,2,597.91,215247.59999999998,1,Regular Customer
14109,73,1,144.2,51911.99999999999,1,Regular Customer
14110,4,12,5683.15,2045933.9999999998,1,Regular Customer
14111,14,4,692.85,249426.0,1,Regular Customer
14112,23,7,2915.15,1049454.0,1,Regular Customer
14113,4,4,1840.42,662551.2000000001,1,Regular Customer
14114,274,2,386.53,139150.8,0,Low-Value / At Risk
14116,20,5,1382.74,497786.4,1,Regular Customer
14117,144,1,90.0,32400.0,0,Low-Value / At Risk
14121,4,4,2780.15,1000854.0,1,Regular Customer
14124,84,1,419.58,151048.8,1,Regular Customer
14125,11,3,2740.43,986554.7999999999,1,Regular Customer
14126,8,3,706.1300000000001,254206.80000000005,1,Regular Customer
14127,123,3,709.71,255495.6,1,Regular Customer
14128,61,2,637.5,229500.0,1,Regular Customer
14129,2,5,1123.8600000000001,404589.60000000003,1,Regular Customer
14130,319,1,483.86,174189.6,0,Low-Value / At Risk
14132,2,11,3586.03,1290970.8,1,Regular Customer
14133,130,3,605.64,218030.4,1,Regular Customer
14135,2,15,4690.31,1688511.6,1,Regular Customer
14138,2,2,982.38,353656.8,1,Regular Customer
14139,46,1,415.82,149695.2,1,Regular Customer
14140,4,2,935.05,336618.0,1,Regular Customer
14141,3,4,915.13,329446.8,1,Regular Customer
14142,373,1,311.81,112251.6,0,Low-Value / At Risk
14143,134,1,115.8,41688.0,1,Regular Customer
14145,47,4,3742.2,1347192.0,1,Regular Customer
14146,9,5,4191.0,1508760.0,1,Regular Customer
14147,78,2,483.4,174024.0,1,Regular Customer
14148,234,1,157.2,56591.99999999999,0,Low-Value / At Risk
14149,221,1,446.62,160783.2,0,Low-Value / At Risk
14150,36,2,658.64,237110.4,1,Regular Customer
14152,75,2,621.29,223664.4,1,Regular Customer
14154,239,2,1345.62,484423.19999999995,0,Low-Value / At Risk
14155,266,1,118.75,42750.0,0,Low-Value / At Risk
14156,10,55,117379.63,42256666.800000004,2,VIP Customer
14157,20,2,432.88,155836.8,1,Regular Customer
14158,40,1,507.65999999999997,182757.59999999998,1,Regular Customer
14159,20,11,4693.01,1689483.6,1,Regular Customer
14161,216,3,1110.52,399787.2,0,Low-Value / At Risk
14162,174,2,289.36,104169.6,0,Low-Value / At Risk
14163,87,4,2445.91,880527.6,1,Regular Customer
14164,71,2,1631.77,587437.2,1,Regular Customer
14165,276,1,122.53999999999999,44114.399999999994,0,Low-Value / At Risk
14167,39,4,574.84,206942.40000000002,1,Regular Customer
14171,98,1,363.79,130964.40000000001,1,Regular Customer
14173,11,4,450.84,162302.4,1,Regular Customer
14174,33,1,134.46,48405.600000000006,1,Regular Customer
14175,60,3,3222.3,1160028.0,1,Regular Customer
14176,297,4,576.9000000000001,207684.00000000003,0,Low-Value / At Risk
14177,86,4,559.41,201387.59999999998,1,Regular Customer
14178,9,7,1620.93,583534.8,1,Regular Customer
14179,41,2,719.78,259120.8,1,Regular Customer
14180,11,25,4748.52,1709467.2000000002,1,Regular Customer
14184,67,1,452.89,163040.4,1,Regular Customer
14185,331,1,197.65,71154.0,0,Low-Value / At Risk
14188,31,6,2054.36,739569.6000000001,1,Regular Customer
14189,2,15,4654.08,1675468.8,1,Regular Customer
14191,2,13,4684.76,1686513.6,1,Regular Customer
14193,68,2,853.39,307220.4,1,Regular Customer
14194,5,21,11349.52,4085827.2,1,Regular Customer
14195,202,2,1012.0,364320.0,0,Low-Value / At Risk
14196,107,1,335.52,120787.2,1,Regular Customer
14198,18,4,701.4,252504.0,1,Regular Customer
14199,218,1,185.39999999999998,66743.99999999999,0,Low-Value / At Risk
14201,60,7,747.44,269078.4,1,Regular Customer
14204,2,1,161.03,57970.8,1,Regular Customer
14205,17,2,466.7,168012.0,1,Regular Customer
14206,239,1,328.15999999999997,118137.59999999999,0,Low-Value / At Risk
14208,95,1,151.74,54626.4,1,Regular Customer
14209,11,6,2073.43,746434.7999999999,1,Regular Customer
14210,106,6,1905.8400000000001,686102.4,1,Regular Customer
14211,53,9,2241.1,806796.0,1,Regular Customer
14212,90,1,1070.48,385372.8,1,Regular Customer
14214,31,5,1004.38,361576.8,1,Regular Customer
14215,12,6,1789.72,644299.2,1,Regular Customer
14216,3,4,1839.3,662148.0,1,Regular Customer
14217,2,17,2004.98,721792.8,1,Regular Customer
14218,43,1,169.48000000000002,61012.8,1,Regular Customer
14219,4,1,89.94,32378.399999999998,1,Regular Customer
14220,247,2,632.4000000000001,227664.00000000003,0,Low-Value / At Risk
14221,42,9,3432.8,1235808.0,1,Regular Customer
14222,177,1,683.17,245941.19999999998,0,Low-Value / At Risk
14223,92,3,991.13,356806.8,1,Regular Customer
14224,110,4,1050.1200000000001,378043.20000000007,1,Regular Customer
14226,29,5,2232.19,803588.4,1,Regular Customer
14227,26,10,3350.96,1206345.6,1,Regular Customer
14229,52,3,1547.2,556992.0,1,Regular Customer
14231,184,3,925.71,333255.60000000003,0,Low-Value / At Risk
14232,43,5,2048.07,737305.2000000001,1,Regular Customer
14233,49,4,1462.72,526579.2,1,Regular Customer
14234,22,4,775.46,279165.60000000003,1,Regular Customer
14235,75,5,3144.86,1132149.6,1,Regular Customer
14236,81,2,490.86,176709.6,1,Regular Customer
14237,373,1,161.0,57960.0,0,Low-Value / At Risk
14238,326,1,146.85,52866.0,0,Low-Value / At Risk
14239,43,11,2380.85,857106.0,1,Regular Customer
14240,30,2,890.34,320522.4,1,Regular Customer
14241,184,1,213.70000000000002,76932.0,0,Low-Value / At Risk
14242,235,2,280.55,100998.0,0,Low-Value / At Risk
14243,9,10,2588.77,931957.2,1,Regular Customer
14245,220,2,1693.45,609642.0,0,Low-Value / At Risk
14246,111,3,1474.06,530661.6,1,Regular Customer
14247,278,1,136.77,49237.200000000004,0,Low-Value / At Risk
14248,318,1,302.58,108928.79999999999,0,Low-Value / At Risk
14250,7,3,1904.05,685458.0,1,Regular Customer
14251,2,5,2879.7000000000003,1036692.0000000001,1,Regular Customer
14256,260,2,969.0600000000001,348861.60000000003,0,Low-Value / At Risk
14257,64,5,3099.7200000000003,1115899.2000000002,1,Regular Customer
14258,9,9,12669.98,4561192.8,1,Regular Customer
14259,142,1,120.0,43200.0,0,Low-Value / At Risk
14261,51,2,1163.45,418842.0,1,Regular Customer
14262,8,8,2618.23,942562.8,1,Regular Customer
14264,155,2,333.97,120229.20000000001,0,Low-Value / At Risk
14265,109,2,530.18,190864.8,1,Regular Customer
14267,163,3,1516.24,545846.4,0,Low-Value / At Risk
14270,332,1,492.65000000000003,177354.0,0,Low-Value / At Risk
14271,226,1,112.32000000000001,40435.200000000004,0,Low-Value / At Risk
14272,74,2,437.96,157665.6,1,Regular Customer
14273,51,4,559.97,201589.2,1,Regular Customer
14276,99,3,1119.74,403106.4,1,Regular Customer
14277,15,3,4216.2,1517832.0,1,Regular Customer
14280,197,1,134.04,48254.399999999994,0,Low-Value / At Risk
14282,3,15,3729.34,1342562.4000000001,1,Regular Customer
14284,31,2,595.25,214290.0,1,Regular Customer
14285,21,4,1910.01,687603.6,1,Regular Customer
14286,24,3,4628.75,1666350.0,1,Regular Customer
14287,8,3,176.63,63586.799999999996,1,Regular Customer
14288,213,1,426.6,153576.0,0,Low-Value / At Risk
14289,9,6,911.26,328053.6,1,Regular Customer
14290,11,5,2314.65,833274.0,1,Regular Customer
14291,2,11,3883.25,1397970.0,1,Regular Customer
14292,8,9,4871.93,1753894.8,1,Regular Customer
14293,3,4,1046.56,376761.6,1,Regular Customer
14295,40,1,166.20000000000002,59832.00000000001,1,Regular Customer
14297,18,4,1305.33,469918.8,1,Regular Customer
14298,8,44,51527.3,18549828.0,2,VIP Customer
14299,8,9,3965.62,1427623.2,1,Regular Customer
14300,19,1,43.2,15552.000000000002,1,Regular Customer
14301,117,1,640.14,230450.4,1,Regular Customer
14304,223,1,383.45,138042.0,0,Low-Value / At Risk
14305,71,3,1858.96,669225.6,1,Regular Customer
14306,51,2,2093.32,753595.2000000001,1,Regular Customer
14307,89,6,2995.7200000000003,1078459.2000000002,1,Regular Customer
14309,8,9,2352.53,846910.8,1,Regular Customer
14311,243,1,310.26,111693.59999999999,0,Low-Value / At Risk
